TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_CI,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_CI|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_CI,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_CI|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass,Treasury_CI|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),Treasury_CI|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),
Treasury_CI,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,Treasury_CI|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,
Treasury_CI,MMLD FXO,MMLD_MF Reversal of Remaining Premium,Treasury_CI|MMLD FXO|MMLD_MF Reversal of Remaining Premium,
Treasury_CI,FX Forward,PSAK_MF_Pay Date WIthholding Tax,Treasury_CI|FX Forward|PSAK_MF_Pay Date WIthholding Tax,
Treasury_CI,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax,Treasury_CI|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax,
Treasury_CI,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Pay Date Premium Instalments,Treasury_CI|MMLD Rate|MMLD Rate_MF_Pay Date Premium Instalments,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Pay Date Yield,Treasury_CI|MMLD Rate|MMLD Rate_MF_Pay Date Yield,
Treasury_CI,MMLD Rate,MMLD Rate_TD_Daily Mark to Market,Treasury_CI|MMLD Rate|MMLD Rate_TD_Daily Mark to Market,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Trade Date Full Premium (Instalment),Treasury_CI|MMLD Rate|MMLD Rate_MF_Trade Date Full Premium (Instalment),
Treasury_CI,MMLD Rate,MMLD_MF Reversal of Remaining Premium,Treasury_CI|MMLD Rate|MMLD_MF Reversal of Remaining Premium,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass,Treasury_CI|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),Treasury_CI|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),
Treasury_CI,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,Treasury_CI|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay,Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay,
Treasury_CI,MMLD Rate,CCS/IRS_MF_Closing Date Accrued Interest,Treasury_CI|MMLD Rate|CCS/IRS_MF_Closing Date Accrued Interest,
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Trade Date Commitment,Treasury_CI|MMLD Rate|CCS/IRS_Leg_Trade Date Commitment,
Treasury_CI,MMLD Rate,CCS/IRS_Leg Maturity Date Commitment,Treasury_CI|MMLD Rate|CCS/IRS_Leg Maturity Date Commitment,
Treasury_CI,MMLD Rate,CCS/IRS_Leg Closing Date Commitment,Treasury_CI|MMLD Rate|CCS/IRS_Leg Closing Date Commitment,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),Treasury_CI|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),
Treasury_CI,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Client),Treasury_CI|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Client),
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec,Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec,
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_CI,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_CI|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL,Treasury_CI|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY (NI),Treasury_CI|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY (NI),
Treasury_CI,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,Treasury_CI|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,
Treasury_CI,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL,Treasury_CI|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL,
Treasury_CI,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),Treasury_CI|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),
Treasury_CI,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,Treasury_CI|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,
Treasury_CI,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass,Treasury_CI|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass,
Treasury_CI,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),Treasury_CI|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_CI,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury_CI|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass,Treasury_CI|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass,
Treasury_CI,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),Treasury_CI|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_CI,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury_CI|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury_CI,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee,Treasury_CI|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee,
Treasury_CI,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_CI|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_CI,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_CI|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_CI,Bond Forward,Bond Forward_MF_OffBalance Trade Date Fwd Premium,Treasury_CI|Bond Forward|Bond Forward_MF_OffBalance Trade Date Fwd Premium,
Treasury_CI,Bond Forward,Bond Forward_MF_OffBalance Expiry Date Fwd Premium,Treasury_CI|Bond Forward|Bond Forward_MF_OffBalance Expiry Date Fwd Premium,
Treasury_CI,Bond Forward,Bond Forward_TD_OffBalance Trade Date Contract Value,Treasury_CI|Bond Forward|Bond Forward_TD_OffBalance Trade Date Contract Value,
Treasury_CI,Bond Forward,Bond Forward_TD_OffBalance Expiry Date Contract Value,Treasury_CI|Bond Forward|Bond Forward_TD_OffBalance Expiry Date Contract Value,
Treasury_CI,Bond Option,Bond Option_TD_OffBalance Trade Date Contract Value,Treasury_CI|Bond Option|Bond Option_TD_OffBalance Trade Date Contract Value,
Treasury_CI,Bond Option,Bond Option_TD_OffBalance Trade Date,Treasury_CI|Bond Option|Bond Option_TD_OffBalance Trade Date,
Treasury_CI,Bond Option,Bond Option_TD_OffBalance Expiry Date Contract Value,Treasury_CI|Bond Option|Bond Option_TD_OffBalance Expiry Date Contract Value,
Treasury_CI,Bond Option,Bond Option_TD_OffBalance Expiry Date,Treasury_CI|Bond Option|Bond Option_TD_OffBalance Expiry Date,
Treasury_CI,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date_FCY (NI),Treasury_CI|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date_FCY (NI),
Treasury_CI,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date_FCY_ACCY,Treasury_CI|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date_FCY_ACCY,
Treasury_CI,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date_FCY (NI),Treasury_CI|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date_FCY (NI),
Treasury_CI,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date_FCY_ACCY,Treasury_CI|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date_FCY_ACCY,
Treasury_CI,Bond FVTPL,Bond_TD_Premium/Discount FVTPL Maturity Date_FCY (NI),Treasury_CI|Bond FVTPL|Bond_TD_Premium/Discount FVTPL Maturity Date_FCY (NI),
Treasury_CI,Bond FVTPL,Bond_TD_Premium/Discount FVTPL Maturity Date_FCY_ACCY,Treasury_CI|Bond FVTPL|Bond_TD_Premium/Discount FVTPL Maturity Date_FCY_ACCY,
Treasury_CI,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date_FCY (NI),Treasury_CI|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date_FCY (NI),
Treasury_CI,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date_FCY_ACCY,Treasury_CI|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date_FCY_ACCY,
Treasury_CI,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date_FCY (NI),Treasury_CI|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date_FCY (NI),
Treasury_CI,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date_FCY_ACCY,Treasury_CI|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date_FCY_ACCY,
Treasury_CI,Bond Issuance,PSAK_MF_Pay Date WIthholding Tax,Treasury_CI|Bond Issuance|PSAK_MF_Pay Date WIthholding Tax,
Treasury_CI,Bond Issuance,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|Bond Issuance|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,Bond Issuance,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|Bond Issuance|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,Bond FVOCI,Bond_TD_Sell Date Traded Interest,Treasury_CI|Bond FVOCI|Bond_TD_Sell Date Traded Interest,
Treasury_CI,Bond FVOCI,Bond_TD_Sell Date Traded Interest_FCY (NI),Treasury_CI|Bond FVOCI|Bond_TD_Sell Date Traded Interest_FCY (NI),
Treasury_CI,Bond FVOCI,Bond_TD_Sell Date Traded Interest_FCY_ACCY,Treasury_CI|Bond FVOCI|Bond_TD_Sell Date Traded Interest_FCY_ACCY,
Treasury_CI,Bond FVTPL,Bond_TD_Sell Date Traded Interest,Treasury_CI|Bond FVTPL|Bond_TD_Sell Date Traded Interest,
Treasury_CI,Bond FVTPL,Bond_TD_Sell Date Traded Interest_FCY (NI),Treasury_CI|Bond FVTPL|Bond_TD_Sell Date Traded Interest_FCY (NI),
Treasury_CI,Bond FVTPL,Bond_TD_Sell Date Traded Interest_FCY_ACCY,Treasury_CI|Bond FVTPL|Bond_TD_Sell Date Traded Interest_FCY_ACCY,
Treasury_CI,Bond FVTPL,Bond_TD_Maturity Pay Date RPL,Treasury_CI|Bond FVTPL|Bond_TD_Maturity Pay Date RPL,
Treasury_CI,Bond FVTPL,Bond_TD_Maturity Pay Date RPL_FCY (NI),Treasury_CI|Bond FVTPL|Bond_TD_Maturity Pay Date RPL_FCY (NI),
Treasury_CI,Bond FVTPL,Bond_TD_Maturity Pay Date RPL_FCY_ACCY,Treasury_CI|Bond FVTPL|Bond_TD_Maturity Pay Date RPL_FCY_ACCY,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay,Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay,
Treasury_CI,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),
